 format: day,hour,forecast,value  location:54_126 Start : 20200801 
 11,1100,+46,5.000000 
 11,1100,+52,5.000000 
 11,1400,+7,0.000000 
 11,1400,+13,0.000000 
 11,1400,+19,0.000000 
 11,1400,+25,0.000000 
 11,1400,+31,0.000000 
 11,1400,+37,0.000000 
 11,1400,+43,5.000000 
 11,1400,+49,5.000000 
 11,1700,+4,0.000000 
 11,1700,+10,0.000000 
 11,1700,+16,0.000000 
 11,1700,+22,0.000000 
 11,1700,+28,0.000000 
 11,1700,+34,0.000000 
 11,1700,+40,5.000000 
 11,1700,+46,5.000000 
 11,2000,+7,0.000000 
 11,2000,+13,0.000000 
 11,2000,+19,0.000000 
 11,2000,+25,0.000000 
 11,2000,+31,0.000000 
 11,2000,+37,0.000000 
 11,2000,+43,0.000000 
 11,2000,+49,0.000000 
 11,2000,+55,0.000000 
 11,2000,+61,20.000000 
 11,2000,+67,20.000000 
 11,2300,+4,0.000000 
 11,2300,+10,0.000000 
 11,2300,+16,0.000000 
 11,2300,+22,0.000000 
 11,2300,+28,0.000000 
 11,2300,+34,0.000000 
 11,2300,+40,0.000000 
 11,2300,+46,0.000000 
 11,2300,+52,0.000000 
 11,2300,+58,20.000000 
 11,2300,+64,20.000000 
 12,0200,+7,0.000000 
 12,0200,+13,0.000000 
 12,0200,+19,0.000000 
 12,0200,+25,0.000000 
 12,0200,+31,0.000000 
 12,0200,+37,0.000000 
 12,0200,+43,0.000000 
 12,0200,+49,0.000000 
 12,0200,+55,20.000000 
 12,0200,+61,20.000000 
 12,0500,+4,0.000000 
 12,0500,+10,0.000000 
 12,0500,+16,0.000000 
 12,0500,+22,0.000000 
 12,0500,+28,0.000000 
 12,0500,+34,0.000000 
 12,0500,+40,0.000000 
 12,0500,+46,0.000000 
 12,0500,+52,20.000000 
 12,0500,+58,20.000000 
 12,0800,+7,0.000000 
 12,0800,+13,0.000000 
 12,0800,+19,0.000000 
 12,0800,+25,0.000000 
 12,0800,+31,0.000000 
 12,0800,+37,0.000000 
 12,0800,+43,0.000000 
 12,0800,+49,20.000000 
 12,0800,+55,20.000000 
 12,1100,+4,0.000000 
 12,1100,+10,0.000000 
 12,1100,+16,0.000000 
 12,1100,+22,0.000000 
 12,1100,+28,0.000000 
 12,1100,+34,0.000000 
 12,1100,+40,0.000000 
 12,1100,+46,20.000000 
 12,1100,+52,20.000000 
 12,1400,+7,0.000000 
 12,1400,+13,0.000000 
 12,1400,+19,0.000000 
 12,1400,+25,0.000000 
 12,1400,+31,0.000000 
 12,1400,+37,0.000000 
 12,1400,+43,20.000000 
 12,1400,+49,20.000000 
 12,1700,+4,0.000000 
 12,1700,+10,0.000000 
 12,1700,+16,0.000000 
 12,1700,+22,0.000000 
 12,1700,+28,0.000000 
 12,1700,+34,0.000000 
 12,1700,+40,20.000000 
 12,1700,+46,20.000000 
 12,2000,+7,0.000000 
 12,2000,+13,0.000000 
 12,2000,+19,0.000000 
 12,2000,+25,0.000000 
 12,2000,+31,20.000000 
 12,2000,+37,40.000000 
 12,2000,+43,40.000000 
 12,2000,+49,70.000000 
 12,2000,+55,70.000000 
 12,2000,+61,10.000000 
 12,2000,+67,0.000000 
 12,2300,+4,0.000000 
 12,2300,+10,0.000000 
 12,2300,+16,0.000000 
 12,2300,+22,0.000000 
 12,2300,+28,20.000000 
 12,2300,+34,40.000000 
 12,2300,+40,40.000000 
 12,2300,+46,70.000000 
 12,2300,+52,70.000000 
 12,2300,+58,20.000000 
 12,2300,+64,0.000000 
 13,0200,+7,0.000000 
 13,0200,+13,0.000000 
 13,0200,+19,0.000000 
 13,0200,+25,20.000000 
 13,0200,+31,40.000000 
 13,0200,+37,40.000000 
 13,0200,+43,70.000000 
